,z_address,sales_price,sales_date,Lot_size,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,age,build_gen,zestimate,zindexvalue,zipcode,full_bath,other_bath,is_studio
6441,1120 Dolores St,1275000,01/10/2014,2430,1.5,2.0,1200.0,01/10/2014,1275000.0,37.751447999999996,-122.42548000000001,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,73.0,8.0,1319215.0,1718500,94110.0,1.0,0.5,0
6442,907 Castro St,1210000,01/10/2014,2591,1.0,3.0,1520.0,01/10/2014,1210000.0,37.754315000000005,-122.43406499999999,Noe Valley,5.0,Condominium,91.0,6.0,1837764.0,1751900,94114.0,1.0,0.0,0
6443,620 Sanchez St,1420000,01/10/2014,2372,2.5,3.0,1750.0,01/10/2014,1420000.0,37.759046000000005,-122.43069799999999,Eureka Valley - Dolores Heights - Castro,7.0,Condominium,24.0,13.0,2386072.0,1718500,94114.0,2.0,0.5,0
6444,1416 Shrader St,1375000,01/10/2014,2494,1.5,3.0,1634.0,01/10/2014,1375000.0,37.762122999999995,-122.45041299999998,Parnassus - Ashbury,6.0,Condominium,105.0,4.0,1548493.0,2111800,94117.0,1.0,0.5,0
6445,3657 Clay St,780000,01/10/2014,3551,2.0,2.0,900.0,01/10/2014,780000.0,37.788041,-122.45308,Presidio Heights,5.0,Condominium,102.0,5.0,1717346.0,5244900,94118.0,2.0,0.0,0
6446,635 25th Ave,819000,01/10/2014,3000,1.0,2.0,1510.0,01/10/2014,819000.0,37.777405,-122.48487,Central Richmond,6.0,SingleFamily,94.0,6.0,1157223.0,1480400,94121.0,1.0,0.0,0
6447,55 Vesta St,628000,01/10/2014,3484,2.0,3.0,1455.0,01/10/2014,628000.0,37.730745,-122.399622,Silver Terrace,7.0,SingleFamily,50.0,10.0,932106.0,720300,94124.0,2.0,0.0,0
6448,12 Sherwood Ct,1000000,01/10/2014,2760,2.0,3.0,1812.0,01/10/2014,1000000.0,37.736204,-122.45394399999999,Westwood Highlands,9.0,SingleFamily,56.0,9.0,1587383.0,1393200,94127.0,2.0,0.0,0
6449,317 Dellbrook Ave,825000,01/10/2014,3711,1.0,2.0,1054.0,01/10/2014,825000.0,37.751692,-122.45298500000001,Midtown Terrace,5.0,SingleFamily,57.0,9.0,1030705.0,1108400,94131.0,1.0,0.0,0
6450,200 Amber Dr,1670000,01/10/2014,3149,2.5,4.0,2020.0,01/10/2014,1670000.0,37.744021000000004,-122.444694,Diamond Heights,8.0,SingleFamily,52.0,10.0,1299539.0,1070100,94131.0,2.0,0.5,0
6451,460-462 Vallejo St,1650000,01/10/2014,2748,2.0,2.0,3900.0,01/10/2014,1650000.0,37.799327000000005,-122.40506299999998,Telegraph Hill,6.0,MultiFamily2To4,107.0,4.0,3685902.0,1215500,94133.0,2.0,0.0,0
6452,501 Beale St UNIT 6B,1060000,01/09/2014,22594,2.0,2.0,1019.0,01/09/2014,1060000.0,37.786235,-122.389068,South Beach,4.0,Condominium,8.0,14.0,1791102.0,1269100,94105.0,2.0,0.0,0
6453,616 20th St UNIT 410,689000,01/09/2014,0,1.0,1.0,770.0,01/09/2014,689000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,847655.0,1124600,94107.0,1.0,0.0,0
6454,616 20th St UNIT 440,709000,01/09/2014,0,1.0,2.0,744.0,01/09/2014,709000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,833079.0,1124600,94107.0,1.0,0.0,0
6455,631 Folsom St APT 7B,985000,01/09/2014,38089,2.0,2.0,1054.0,01/09/2014,985000.0,37.784714,-122.396873,Yerba Buena,5.0,Condominium,5.0,14.0,1409522.0,993200,94107.0,2.0,0.0,0
6457,795 Sutter St # 403,1025000,01/09/2014,6944,2.0,3.0,1753.0,01/09/2014,1025000.0,37.788404,-122.41326000000001,Downtown,6.0,Condominium,101.0,5.0,1494620.0,795400,94109.0,2.0,0.0,0
6458,850 Darien Way,1330000,01/09/2014,4987,2.0,3.0,2999.0,01/09/2014,1330000.0,37.7292,-122.462623,Mount Davidson Manor,8.0,SingleFamily,65.0,8.0,1973987.0,1370500,94127.0,2.0,0.0,0
6459,170 Flood Ave,835000,01/09/2014,2813,3.0,3.0,1515.0,01/09/2014,835000.0,37.73015,-122.443628,Sunnyside,7.0,SingleFamily,114.0,4.0,1391108.0,1030800,94131.0,3.0,0.0,0
6460,1753 Noe St,1650000,01/09/2014,3900,2.0,4.0,2000.0,01/09/2014,1650000.0,37.741009000000005,-122.430523,Glen Park,7.0,SingleFamily,89.0,6.0,2469874.0,1628900,94131.0,2.0,0.0,0
6462,333 1st St UNIT 1207,1100000,01/08/2014,38571,2.0,2.0,950.0,01/08/2014,1100000.0,37.787029,-122.3936,South Beach,4.0,Condominium,10.0,14.0,1251284.0,1269100,94105.0,2.0,0.0,0
6463,616 20th St UNIT 510,765000,01/08/2014,0,1.0,2.0,770.0,01/08/2014,765000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,859934.0,1124600,94107.0,1.0,0.0,0
6464,616 20th St UNIT 540,775000,01/08/2014,0,1.0,2.0,744.0,01/08/2014,775000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,838315.0,1124600,94107.0,1.0,0.0,0
6465,701 Minnesota St APT 103,781500,01/08/2014,40243,1.0,2.0,1400.0,01/08/2014,781500.0,37.760816,-122.39033400000001,Central Waterfront - Dogpatch,4.0,Condominium,114.0,4.0,1115363.0,1124600,94107.0,1.0,0.0,0
6466,14 Jules Ave,535000,01/08/2014,2500,1.0,3.0,1025.0,01/08/2014,535000.0,37.718532,-122.46093799999998,Ingleside,5.0,SingleFamily,63.0,9.0,770752.0,799700,94112.0,1.0,0.0,0
6467,280 Carl St,1289000,01/08/2014,2500,2.0,2.0,1444.0,01/08/2014,1289000.0,37.765506,-122.454101,Haight-Ashbury,5.0,Condominium,114.0,4.0,1309884.0,1337700,94117.0,2.0,0.0,0
6468,1323-1325 35TH Ave,935000,01/08/2014,3000,2.0,4.0,2132.0,01/08/2014,935000.0,37.762304,-122.49456299999999,Central Sunset,8.0,MultiFamily2To4,69.0,8.0,1427235.0,1111300,94122.0,2.0,0.0,0
6469,1201 35th Ave,1370000,01/08/2014,2189,4.0,8.0,3264.0,01/08/2014,1370000.0,37.764499,-122.494611,Central Sunset,13.0,MultiFamily2To4,73.0,8.0,1547109.0,1111300,94122.0,4.0,0.0,0
6470,1160 Mission St UNIT 1613,905000,01/07/2014,43557,2.0,2.0,1131.0,01/07/2014,905000.0,37.778705,-122.41263500000001,South of Market,4.0,Condominium,6.0,14.0,1198540.0,957300,94103.0,2.0,0.0,0
6471,279 Vienna St,330000,01/07/2014,2500,1.0,3.0,1010.0,01/07/2014,330000.0,37.723795,-122.427545,Excelsior,5.0,SingleFamily,104.0,5.0,685682.0,757400,94112.0,1.0,0.0,0
6472,2133-2137 Pine St,1290000,01/07/2014,2500,7.0,9.0,5085.0,01/15/2016,1550000.0,37.787988,-122.431495,Lower Pacific Heights,15.0,MultiFamily2To4,116.0,4.0,5510673.0,1146900,94115.0,7.0,0.0,0
6473,48 Molimo Dr,930000,01/07/2014,2949,2.0,3.0,1401.0,01/07/2014,930000.0,37.736783,-122.44676799999999,Miraloma Park,6.0,SingleFamily,62.0,9.0,1217234.0,1227600,94127.0,2.0,0.0,0
6474,144 Brussels St,656000,01/07/2014,3000,1.0,1.0,1000.0,01/07/2014,656000.0,37.730074,-122.40713500000001,Portola,5.0,SingleFamily,90.0,6.0,779073.0,891600,94134.0,1.0,0.0,0
6475,2434 43rd Ave,670000,01/06/2014,2996,1.0,2.0,995.0,01/06/2014,670000.0,37.741237,-122.50102700000001,Outer Parkside,5.0,SingleFamily,70.0,8.0,1374893.0,982900,94116.0,1.0,0.0,0
6476,1831 Lincoln Way,1180000,01/06/2014,2500,2.0,4.0,2980.0,01/06/2014,1180000.0,37.765156,-122.47785800000001,Central Sunset,10.0,Duplex,94.0,6.0,1711915.0,1111300,94122.0,2.0,0.0,0
6477,301 Mission St APT 14J,1550000,01/03/2014,50667,1.0,1.0,1245.0,01/03/2014,1550000.0,37.790541999999995,-122.39591899999999,South Beach,5.0,MultiFamily2To4,5.0,14.0,1670764.0,1269100,94105.0,1.0,0.0,0
6478,301 Mission St APT 34F,2075000,01/03/2014,50667,2.0,2.0,1601.0,01/03/2014,2075000.0,37.790541999999995,-122.39591899999999,South Beach,5.0,Condominium,5.0,14.0,2670241.0,1269100,94105.0,2.0,0.0,0
6479,451 Kansas St UNIT 405,639000,01/03/2014,80311,1.0,1.0,663.0,01/03/2014,639000.0,37.764114,-122.402984,Potrero Hill,3.0,Condominium,7.0,14.0,780160.0,1264000,94107.0,1.0,0.0,0
6480,616 20th St UNIT 530,784000,01/03/2014,0,1.0,2.0,744.0,01/03/2014,784000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,838081.0,1124600,94107.0,1.0,0.0,0
6481,250 King St UNIT 630,1150000,01/03/2014,213232,2.0,2.0,1338.0,01/03/2014,1150000.0,37.777645,-122.39343000000001,South of Market,4.0,Condominium,10.0,14.0,1444159.0,957300,94107.0,2.0,0.0,0
6482,840 Powell St # 103,2500000,01/03/2014,12703,2.5,4.0,3011.0,01/03/2014,2500000.0,37.792682,-122.40883899999999,Nob Hill,8.0,Condominium,100.0,5.0,3879266.0,1440700,94108.0,2.0,0.5,0
6483,3433 22nd St,1045000,01/03/2014,1677,1.0,2.0,1092.0,01/03/2014,1045000.0,37.755081,-122.423996,Mission,5.0,Condominium,55.0,9.0,1208541.0,1167700,94110.0,1.0,0.0,0
6484,39 Lobos St,665500,01/03/2014,6590,2.0,4.0,1726.0,01/03/2014,665500.0,37.714669,-122.45346699999999,Oceanview,7.0,SingleFamily,40.0,11.0,952547.0,752700,94112.0,2.0,0.0,0
6485,544 Huron Ave,713000,01/03/2014,2500,1.0,1.0,2347.0,01/03/2014,713000.0,37.713912,-122.447593,Outer Mission,7.0,SingleFamily,44.0,11.0,708222.0,804400,94112.0,1.0,0.0,0
6486,300 Eureka St,1305000,01/03/2014,2003,1.0,2.0,1148.0,01/03/2014,1305000.0,37.757339,-122.43813300000001,Eureka Valley - Dolores Heights - Castro,5.0,SingleFamily,61.0,9.0,1568173.0,1718500,94114.0,1.0,0.0,0
6487,1480 Fulton St APT 3,1227000,01/03/2014,2848,2.0,2.0,1344.0,01/03/2014,1227000.0,37.776666,-122.4411,North Panhandle,5.0,Condominium,11.0,14.0,1600211.0,1211900,94117.0,2.0,0.0,0
6488,1638 41st Ave,775000,01/03/2014,2996,1.0,2.0,1150.0,01/03/2014,775000.0,37.756187,-122.499924,Outer Sunset,5.0,SingleFamily,74.0,8.0,1004274.0,1030300,94122.0,1.0,0.0,0
6489,515 Noriega St,1260000,01/03/2014,2903,2.0,3.0,1540.0,01/03/2014,1260000.0,37.755047,-122.469209,Golden Gate Heights,6.0,SingleFamily,59.0,9.0,1657808.0,1449000,94122.0,2.0,0.0,0
6490,366 Thornton Ave,511000,01/03/2014,2495,1.0,2.0,1300.0,01/03/2014,511000.0,37.731451,-122.396353,Silver Terrace,6.0,SingleFamily,73.0,8.0,714538.0,720300,94124.0,1.0,0.0,0
6491,1741 Eucalyptus Dr,1095000,01/03/2014,3206,2.0,3.0,1543.0,01/03/2014,1095000.0,37.730939,-122.489924,Lakeshore,7.0,SingleFamily,64.0,9.0,1286806.0,1237900,94132.0,2.0,0.0,0
6492,534 Dorado Ter # 14,600000,01/02/2014,87122,3.0,2.0,1332.0,01/02/2014,600000.0,37.725575,-122.4616,Mount Davidson Manor,4.0,MultiFamily2To4,29.0,12.0,780313.0,1370500,94112.0,3.0,0.0,0
6493,674 45th Ave,1175000,01/02/2014,3000,4.0,5.0,1963.0,01/02/2014,1175000.0,37.775822,-122.505597,Outer Richmond,13.0,SingleFamily,64.0,9.0,1297274.0,1187700,94121.0,4.0,0.0,0
6494,35 Conrad St,1164500,01/02/2014,2474,2.0,3.0,1541.0,01/02/2014,1164500.0,37.737922999999995,-122.435984,Glen Park,7.0,SingleFamily,78.0,7.0,2454733.0,1628900,94131.0,2.0,0.0,0
6495,115 Oxford St,611000,01/02/2014,2374,1.0,2.0,1225.0,01/02/2014,611000.0,37.728378,-122.42001200000001,Portola,6.0,SingleFamily,86.0,6.0,944075.0,891600,94134.0,1.0,0.0,0
6496,601 Van Ness Ave APT 810,507500,12/31/2013,105806,1.0,1.0,672.0,12/31/2013,507500.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,31.0,12.0,591518.0,839200,94102.0,1.0,0.0,0
6497,425 1st St UNIT 1604,650000,12/31/2013,56024,1.0,1.0,605.0,12/31/2013,650000.0,37.786064,-122.392173,South Beach,3.0,Condominium,5.0,14.0,886654.0,1269100,94105.0,1.0,0.0,0
6498,2225 23rd St APT 110,411000,12/31/2013,80224,1.0,1.0,602.0,12/31/2013,411000.0,37.753904999999996,-122.40202,Potrero Hill,3.0,Condominium,24.0,12.0,616002.0,1264000,94107.0,1.0,0.0,0
6499,1800 Washington St APT 112,722000,12/31/2013,38432,1.0,1.0,976.0,12/31/2013,722000.0,37.79343,-122.42343500000001,Pacific Heights,4.0,Condominium,12.0,14.0,972760.0,1884400,94109.0,1.0,0.0,0
6500,747 Anderson St,660000,12/31/2013,1751,3.0,4.0,1970.0,09/16/2014,1356000.0,37.734017,-122.415435,Bernal Heights,4.0,SingleFamily,114.0,4.0,1581123.0,1214400,94110.0,3.0,0.0,0
6501,70 Anderson St,1400000,12/31/2013,1746,2.0,3.0,1674.0,12/31/2013,1400000.0,37.741977,-122.415232,Bernal Heights,7.0,SingleFamily,37.0,11.0,2163732.0,1214400,94110.0,2.0,0.0,0
6502,11 Wright St,1500000,12/31/2013,2495,2.5,3.0,2191.0,12/31/2013,1500000.0,37.747227,-122.40558899999999,Bernal Heights,8.0,SingleFamily,106.0,4.0,2934079.0,1214400,94110.0,2.0,0.5,0
6503,318 Madrid St,590000,12/31/2013,2500,2.0,3.0,1250.0,12/31/2013,590000.0,37.724509999999995,-122.430958,Excelsior,11.0,SingleFamily,92.0,6.0,831868.0,757400,94112.0,2.0,0.0,0
6504,261 Thrift St,720000,12/31/2013,2874,1.0,2.0,1000.0,12/31/2013,720000.0,37.717203999999995,-122.46122199999999,Oceanview,14.0,SingleFamily,56.0,9.0,771322.0,752700,94112.0,1.0,0.0,0
6505,4005 Mission St # IT1,760000,12/31/2013,2666,2.0,3.0,1551.0,12/31/2013,760000.0,37.73339,-122.42626899999999,Bernal Heights,3.0,Condominium,8.0,14.0,972309.0,1214400,94112.0,2.0,0.0,0
6506,52 Dorado Ter,850000,12/31/2013,2000,3.0,4.0,2188.0,12/31/2013,850000.0,37.726403999999995,-122.4605,Mount Davidson Manor,8.0,SingleFamily,30.0,12.0,1508722.0,1370500,94112.0,3.0,0.0,0
6507,1026 Castro St,1330000,12/31/2013,1899,1.0,2.0,1128.0,12/31/2013,1330000.0,37.753277000000004,-122.43454799999999,Noe Valley,5.0,SingleFamily,73.0,8.0,1705458.0,1751900,94114.0,1.0,0.0,0
6508,1540 Steiner St APT 3,685000,12/31/2013,22344,2.0,2.0,1061.0,12/31/2013,685000.0,37.783415000000005,-122.43399,Western Addition,5.0,Condominium,29.0,12.0,931303.0,971300,94115.0,2.0,0.0,0
6509,591 27th Ave,750000,12/31/2013,1760,1.0,2.0,900.0,12/31/2015,897000.0,37.778299,-122.48696899999999,Central Richmond,4.0,SingleFamily,100.0,5.0,1004424.0,1480400,94121.0,1.0,0.0,0
6510,1070 Green St APT 1501,3650000,12/31/2013,8721,3.5,3.0,2465.0,05/15/2015,6875000.0,37.798792,-122.416797,Russian Hill,6.0,Condominium,54.0,10.0,6930277.0,1608800,94133.0,3.0,0.5,0
6511,346 Teddy Ave,350000,12/31/2013,2500,2.0,3.0,1440.0,12/31/2013,350000.0,37.715641999999995,-122.40953300000001,Visitacion Valley,7.0,SingleFamily,66.0,8.0,761451.0,690400,94134.0,2.0,0.0,0
6512,255 Dwight St,799000,12/31/2013,3746,2.5,3.0,2154.0,12/31/2013,799000.0,37.723132,-122.404821,Portola,9.0,SingleFamily,53.0,10.0,1019892.0,891600,94134.0,2.0,0.5,0
6513,527 Corbett Ave,1625000,12/30/2013,1728,3.5,3.0,1763.0,12/30/2013,1625000.0,37.757707,-122.444176,Twin Peaks,8.0,SingleFamily,73.0,8.0,1916625.0,1159200,94114.0,3.0,0.5,0
6515,2322 41st Ave,738000,12/30/2013,2996,2.0,3.0,1250.0,12/30/2013,738000.0,37.743404999999996,-122.499031,Outer Parkside,4.0,SingleFamily,58.0,9.0,1111962.0,982900,94116.0,2.0,0.0,0
6516,2625 Moraga St,760000,12/30/2013,1873,2.0,3.0,1450.0,12/30/2013,760000.0,37.75526,-122.49101200000001,Central Sunset,6.0,SingleFamily,72.0,8.0,984886.0,1111300,94122.0,2.0,0.0,0
6517,77 Van Ness Ave APT 504,770000,12/27/2013,13040,1.0,1.0,950.0,12/27/2013,770000.0,37.776061999999996,-122.419853,Van Ness - Civic Center,4.0,Condominium,4.0,14.0,983700.0,839200,94102.0,1.0,0.0,0
6518,888 7th St # L34,655000,12/27/2013,95280,1.0,1.0,685.0,12/27/2013,655000.0,37.770378,-122.400993,South of Market,3.0,Condominium,6.0,14.0,771995.0,957300,94107.0,1.0,0.0,0
6519,1388 Gough St APT 1106,950000,12/27/2013,25061,2.0,2.0,1290.0,12/27/2013,950000.0,37.78587,-122.42445500000001,Van Ness - Civic Center,5.0,Condominium,20.0,13.0,1352119.0,839200,94109.0,2.0,0.0,0
6520,81 Santa Marina St,799000,12/27/2013,1245,1.0,2.0,750.0,12/27/2013,799000.0,37.740072999999995,-122.421287,Bernal Heights,4.0,SingleFamily,94.0,5.0,1050352.0,1214400,94110.0,1.0,0.0,0
6521,385-387 Coleridge St,1500000,12/27/2013,2238,1.0,1.0,2530.0,12/27/2013,1500000.0,37.740703,-122.42140500000001,Bernal Heights,9.0,MultiFamily2To4,109.0,4.0,1592528.0,1214400,94110.0,1.0,0.0,0
6522,3318 Folsom St,1605000,12/27/2013,1999,3.0,4.0,2170.0,12/27/2013,1605000.0,37.744729,-122.413618,Bernal Heights,6.0,SingleFamily,113.0,4.0,2102149.0,1214400,94110.0,3.0,0.0,0
6523,458 Alvarado St,2000000,12/27/2013,2848,3.0,3.0,1650.0,12/27/2013,2000000.0,37.754126,-122.431146,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,101.0,5.0,3212400.0,1718500,94114.0,3.0,0.0,0
6524,2259 Clay St,3000000,12/27/2013,3292,3.0,3.0,2613.0,06/18/2015,3800000.0,37.790944,-122.430228,Pacific Heights,9.0,Condominium,79.0,7.0,3963011.0,1884400,94115.0,3.0,0.0,0
6525,553 Frederick St APT 202,795000,12/27/2013,3457,2.0,2.0,905.0,12/27/2013,795000.0,37.765986,-122.45376,Haight-Ashbury,4.0,Condominium,32.0,12.0,925987.0,1337700,94117.0,2.0,0.0,0
6526,3448 Balboa St # 2,760000,12/27/2013,0,2.0,2.0,1357.0,12/27/2013,760000.0,37.77584,-122.495701,Outer Richmond,6.0,Condominium,2.0,15.0,1272175.0,1187700,94121.0,2.0,0.0,0
6527,81 Seal Rock Dr,1025000,12/27/2013,2279,1.0,2.0,1350.0,12/27/2013,1025000.0,37.780514000000004,-122.50755600000001,Outer Richmond,6.0,SingleFamily,72.0,8.0,1018483.0,1187700,94121.0,1.0,0.0,0
6528,3250 Ortega St,780000,12/27/2013,2060,1.0,3.0,1370.0,12/27/2013,780000.0,37.751538000000004,-122.498589,Outer Sunset,6.0,SingleFamily,67.0,8.0,1052338.0,1030300,94122.0,1.0,0.0,0
6529,1204 Egbert Ave,340000,12/27/2013,5000,1.0,2.0,1855.0,12/27/2013,340000.0,37.720837,-122.388865,Bayview,12.0,SingleFamily,102.0,5.0,897544.0,719000,94124.0,1.0,0.0,0
6530,2601 Newhall St,710000,12/27/2013,1826,3.0,4.0,1626.0,12/27/2013,710000.0,37.729172999999996,-122.397747,Bayview,7.0,SingleFamily,17.0,13.0,761970.0,719000,94124.0,3.0,0.0,0
6531,8300 Oceanview Ter APT 413,410000,12/27/2013,325629,1.0,1.0,665.0,12/27/2013,410000.0,37.71048,-122.46764499999999,Ingleside Heights,3.0,Condominium,11.0,14.0,531608.0,688100,94132.0,1.0,0.0,0
6532,245 Chester Ave,850000,12/27/2013,3129,3.0,4.0,1696.0,12/27/2013,850000.0,37.711458,-122.470106,Ingleside Heights,8.0,SingleFamily,24.0,12.0,850463.0,688100,94132.0,3.0,0.0,0
6533,300 Berry St UNIT 602,720000,12/27/2013,41861,1.0,1.0,728.0,12/27/2013,720000.0,37.773928999999995,-122.39623999999999,South of Market,4.0,Condominium,4.0,14.0,907178.0,957300,94158.0,1.0,0.0,0
6534,314 Guerrero St,345000,12/26/2013,2500,3.5,9.0,4434.0,12/26/2013,345000.0,37.766042,-122.42454099999999,Mission,18.0,MultiFamily2To4,105.0,4.0,2459738.0,1167700,94103.0,3.0,0.5,0
6535,653 14th Ave,1190000,12/26/2013,3188,1.5,2.0,1755.0,12/26/2013,1190000.0,37.775857,-122.47285,Central Richmond,6.0,SingleFamily,92.0,6.0,1413142.0,1480400,94118.0,1.0,0.5,0
6536,65 Hermann St APT 3,620000,12/24/2013,5578,1.0,1.0,877.0,12/24/2013,620000.0,37.770482,-122.42615500000001,Hayes Valley,4.0,Condominium,54.0,9.0,958988.0,1202900,94102.0,1.0,0.0,0
6537,1350 Stevenson St,750000,12/24/2013,2475,1.0,2.0,925.0,12/24/2013,750000.0,37.77074,-122.42186699999999,South of Market,5.0,Condominium,106.0,4.0,951706.0,957300,94103.0,1.0,0.0,0
6538,654 Pennsylvania Ave,750000,12/24/2013,2500,1.0,1.0,852.0,12/24/2013,750000.0,37.758235,-122.39350800000001,Potrero Hill,4.0,SingleFamily,113.0,4.0,1159641.0,1264000,94107.0,1.0,0.0,0
6540,1001 Pine St APT 304,470000,12/24/2013,18906,1.0,1.0,616.0,12/24/2013,470000.0,37.790348,-122.412568,Downtown,3.0,Condominium,50.0,10.0,624956.0,795400,94109.0,1.0,0.0,0
6541,230 Prentiss St,910000,12/24/2013,1746,2.0,2.0,975.0,12/24/2013,910000.0,37.739874,-122.412279,Bernal Heights,7.0,SingleFamily,86.0,6.0,1327036.0,1214400,94110.0,2.0,0.0,0
6542,366 Niagara Ave,500000,12/24/2013,1750,3.0,4.0,1431.0,12/24/2013,500000.0,37.719377,-122.44679199999999,Outer Mission,4.0,SingleFamily,70.0,8.0,1028441.0,804400,94112.0,3.0,0.0,0
6543,4823 25th St,1195000,12/24/2013,2901,2.0,3.0,1635.0,12/24/2013,1195000.0,37.748924,-122.442996,Noe Valley,6.0,Condominium,32.0,12.0,1553534.0,1751900,94114.0,2.0,0.0,0
6544,2133-2137 Pine St,1400000,12/24/2013,2500,7.0,9.0,5085.0,01/15/2016,1550000.0,37.787988,-122.431495,Lower Pacific Heights,15.0,MultiFamily2To4,116.0,4.0,5510673.0,1146900,94115.0,7.0,0.0,0
6545,2132 29th Ave,825000,12/24/2013,2996,1.0,3.0,1700.0,12/24/2013,825000.0,37.747496999999996,-122.48641699999999,Parkside,7.0,SingleFamily,74.0,7.0,1424508.0,1094000,94116.0,1.0,0.0,0
6546,707 47th Ave,850000,12/24/2013,2247,1.0,3.0,2000.0,12/24/2013,850000.0,37.774997,-122.508283,Outer Richmond,8.0,SingleFamily,113.0,4.0,1258650.0,1187700,94121.0,1.0,0.0,0
6547,615 45th Ave,1200000,12/24/2013,3480,1.0,2.0,1290.0,12/24/2013,1200000.0,37.776787,-122.506326,Outer Richmond,6.0,SingleFamily,90.0,6.0,1028536.0,1187700,94121.0,1.0,0.0,0
6548,631-633 29TH Ave,1575000,12/24/2013,2996,2.0,3.0,3206.0,12/24/2013,1575000.0,37.777253,-122.489154,Central Richmond,6.0,Condominium,52.0,10.0,1453035.0,1480400,94121.0,2.0,0.0,0
6549,1491 40th Ave,745000,12/24/2013,1437,2.0,3.0,1270.0,12/24/2013,745000.0,37.759048,-122.499601,Outer Sunset,5.0,SingleFamily,67.0,8.0,955446.0,1030300,94122.0,2.0,0.0,0
6550,1233 27th Ave,1216000,12/24/2013,2996,3.0,6.0,2993.0,12/24/2013,1216000.0,37.764342,-122.48611000000001,Central Sunset,10.0,SingleFamily,97.0,5.0,1828309.0,1111300,94122.0,3.0,0.0,0
6551,521 Goettingen St,720000,12/24/2013,2250,2.0,3.0,1950.0,12/24/2013,720000.0,37.725415999999996,-122.405697,Portola,5.0,SingleFamily,77.0,7.0,1016804.0,891600,94134.0,2.0,0.0,0
6552,355 1st St UNIT 1409,1150000,12/23/2013,38571,2.0,2.0,995.0,12/23/2013,1150000.0,37.787029,-122.3936,South Beach,4.0,Condominium,9.0,14.0,1291051.0,1269100,94105.0,2.0,0.0,0
6553,10 Miller Pl APT 1602,1148000,12/23/2013,5236,2.0,2.0,1175.0,12/23/2013,1148000.0,37.793228000000006,-122.40891,Nob Hill,4.0,Condominium,50.0,10.0,1542532.0,1440700,94108.0,2.0,0.0,0
6554,2511 Polk St,985000,12/23/2013,3281,1.0,2.0,1131.0,05/02/2003,601000.0,37.79987,-122.42284,Russian Hill,4.0,Condominium,103.0,4.0,1195884.0,1608800,94109.0,1.0,0.0,0
6555,254 Winding Way,590000,12/23/2013,3410,1.0,2.0,1200.0,09/25/2014,1009000.0,37.709561,-122.43584399999999,Crocker Amazon,5.0,SingleFamily,89.0,6.0,923023.0,817600,94112.0,1.0,0.0,0
6556,2273 17th Ave,910000,12/23/2013,3000,2.0,3.0,1312.0,12/23/2013,910000.0,37.745521999999994,-122.474049,Inner Parkside,5.0,SingleFamily,87.0,6.0,1126076.0,1304500,94116.0,2.0,0.0,0
6557,227 14th Ave,1835000,12/23/2013,3825,3.0,4.0,3160.0,12/23/2013,1835000.0,37.783827,-122.473424,Central Richmond,10.0,SingleFamily,101.0,5.0,2754644.0,1480400,94118.0,3.0,0.0,0
6558,33 Pinehurst Way,1525000,12/23/2013,3293,4.0,5.0,3000.0,12/23/2013,1525000.0,37.727425,-122.46571599999999,Mount Davidson Manor,7.0,SingleFamily,85.0,6.0,1873495.0,1370500,94127.0,4.0,0.0,0
6559,83 Mcallister St APT 208,484000,12/20/2013,7498,1.0,1.0,518.0,12/20/2013,484000.0,37.7807,-122.413269,Van Ness - Civic Center,4.0,Condominium,6.0,14.0,751423.0,839200,94102.0,1.0,0.0,0
6560,85 Duboce Ave # 5,550000,12/20/2013,6327,1.0,2.0,970.0,12/20/2013,550000.0,37.769569,-122.421848,Mission,4.0,Condominium,33.0,12.0,878396.0,1167700,94103.0,1.0,0.0,0
6561,1350A Stevenson St,738000,12/20/2013,2475,1.0,2.0,925.0,12/20/2013,738000.0,37.77074,-122.42186699999999,South of Market,5.0,Condominium,106.0,4.0,951706.0,957300,94103.0,1.0,0.0,0
6562,1 Hawthorne St UNIT 5F,600000,12/20/2013,12409,1.0,1.0,504.0,12/20/2013,600000.0,37.785824,-122.399216,Yerba Buena,3.0,Condominium,3.0,15.0,712740.0,993200,94105.0,1.0,0.0,0
6564,300 3rd St APT 1205,706000,12/20/2013,48941,1.0,1.0,807.0,12/20/2013,706000.0,37.783184000000006,-122.399084,Yerba Buena,3.0,Condominium,23.0,13.0,692857.0,993200,94107.0,1.0,0.0,0
6565,1145 Pine St # 43,311000,12/20/2013,5170,1.0,0.0,390.0,07/31/2014,420000.0,37.790075,-122.41472900000001,Downtown,2.0,Condominium,102.0,5.0,579362.0,795400,94109.0,1.0,0.0,1
